;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
1524;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;f;good
1525;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;?;good
1526;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;f;good
1527;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,12757255592481;10,848760383867871;399000.0;f;good
1528;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
1529;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631390723;2,34547465835269;260000.0;?;good
1530;a;23,0;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408413580291;66,35546473610667;300000.0;?;good
1531;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,88295769840687;63,9982328921678;80000.0;f;good
1532;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,84892128957057;40,07103339131855;360000.0;f;good
1533;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;f;good
1534;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,10661787562447;48,22554382928715;f;?;good
1535;a;17,58;9.0;u;g;aa;v;1.375;t;f;f;t;g;f;f;?;64,34111577537205;51,15113501521465;f;f;good
1536;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407670672422;2,3173371593153314;280000.0;f;good
1537;a;20,75;10.335;u;g;cc;h;0.335;t;t;t;t;g;80.0;50;?;80,20874486821869;57,67320819600724;80000.0;f;good
1538;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1539;a;71,58;f;?;?;?;?;f;a;f;f;f;p;?;f;?;273,1107166424912;0,713278953193817;?;f;good
1540;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
1541;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;?;good
1542;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;f;good
1543;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,12757255592481;10,848760383867871;399000.0;f;good
1544;b;36,67;3.25;u;g;q;h;9.0;t;f;f;t;g;102.0;639;?;137,20503976057304;18,72278355333971;102000.0;f;good
1545;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,84201480139218;22,57894873992605;120000.0;f;good
1546;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492583572703;1,7196083330867018;80000.0;f;good
1547;b;19,33;9.5;u;g;q;v;t;t;f;f;t;g;60.0;400;?;71,16385163050222;53,432427615050685;60000.0;?;good
1548;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,96736134823264;25,927602380430223;70000.0;f;good
1549;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,62961716478978;24,50559061918065;117000.0;f;good
1550;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;f;good
1551;b;32,08;4.0;u;g;m;v;2.5;t;f;f;t;g;360.0;f;?;119,98390173447135;23,941817770121094;360000.0;f;good
1552;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,75168837309715;69,34477153520153;200000.0;?;good
1553;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,83488380304298;56,75879902709019;40000.0;?;good
1554;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;f;good
1555;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716328372;63,77832786003496;160000.0;f;good
1556;b;57,42;8.5;u;g;e;h;7.0;t;t;3;f;g;f;f;?;217,10661787562447;48,22554382928715;f;f;good
1557;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;?;good
1558;b;25,0;12.5;u;g;aa;v;3.0;t;f;f;t;s;20.0;f;?;94,1511837590753;70,13171065454735;20000.0;f;good
1559;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;f;good
1560;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,94609290637268;43,14893988605714;f;f;good
1561;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645262876704;10,680372224790322;220000.0;?;good
1562;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;?;good
1563;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,42843424302413;26,036456287419938;311000.0;f;good
1564;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;?;good
1565;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,85573121073284;56,83316539117132;520000.0;?;good
1566;b;29,25;14.79;u;g;aa;v;5.04;t;t;5;t;g;168.0;f;?;111,06355733581307;81,85943363425491;168000.0;f;good
1567;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,75168837309715;69,34477153520153;200000.0;?;good
1568;b;28,25;0.875;u;g;m;v;0.96;t;t;3;t;g;396.0;f;?;110,35985957870301;6,246483733561204;396000.0;f;good
1569;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
1570;b;32,75;1.5;u;g;cc;h;5.5;t;t;3;t;g;f;f;?;126,290163906099;7,107121419762917;f;f;good
1571;b;23,25;t;u;g;c;v;0.835;t;f;f;f;s;300.0;f;?;85,35035924259397;6,484371526263234;300000.0;?;good
1572;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
1573;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;?;good
1574;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,38312106454907;11,615096837206979;400000.0;?;good
1575;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1576;b;42,0;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,31360473434742;54,631922437781284;f;f;good
1577;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;?;71,0128454749627;0,2975556363051042;500000.0;?;good
1578;b;42,0;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,31360473434742;54,631922437781284;f;f;good
1579;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,58788750343724;37,35598082090464;f;f;good
1580;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,264422192836;103,81331968963258;f;f;good
1581;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;?;82,82645262876704;10,680372224790322;220000.0;f;good
1582;b;23,33;11.625;y;p;w;v;0.835;t;f;f;t;g;160.0;300;?;89,25088716328372;63,77832786003496;160000.0;f;good
1583;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,43964626364598;52,66410069956167;f;f;good
1584;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;?;good
1585;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;?;good
1586;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;f;good
1587;b;41,33;f;u;g;c;bb;15.0;t;f;f;f;g;f;f;?;156,81206522977067;1,2224367942778729;f;f;good
1588;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,28200725644886;19,49047935016233;280000.0;?;good
1589;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;f;good
1590;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,62330125976897;79,85251742972298;f;f;good
1591;b;28,0;2.0;u;g;k;h;4.165;t;t;2;t;g;181.0;f;?;107,5762054190474;11,612335553828549;181000.0;f;good
1592;b;49,5;7.585;u;g;i;bb;7.585;t;t;15;t;g;f;5000;?;188,390343909053;42,725213111712414;f;f;good
1593;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;?;70,87873973363351;12,051926806461905;120000.0;?;good
1594;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;?;67,19429415528224;31,701291836852914;80000.0;f;good
1595;b;22,33;11.0;u;g;w;v;2.0;t;t;t;f;g;80.0;278;?;83,02973228789142;61,92615625129616;80000.0;f;good
1596;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;?;126,91094921845416;8,580366164938761;253000.0;?;good
1597;b;42,0;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,30476057408552;1,1462944451017572;400000.0;f;good
1598;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,93305594333833;58,65171979917443;f;f;good
1599;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
1600;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;?;70,38501832331119;2,7966645202880906;300000.0;f;good
1601;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426447716;12,718880714792292;410000.0;?;good
1602;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806404536;123,44982498739293;450000.0;f;good
1603;b;42,0;9.79;u;g;x;h;7.96;t;t;8;f;g;f;f;?;159,31360473434742;54,631922437781284;f;f;good
1604;a;31,25;3.75;u;g;cc;h;0.625;t;t;9;t;g;181.0;f;?;114,781750102604;19,815963457796993;181000.0;f;good
1605;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,13275871966076;1,6057722131336811;232000.0;f;good
1606;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;?;74,83488380304298;56,75879902709019;40000.0;f;good
1607;a;24,5;0.5;u;g;q;h;1.5;t;f;f;f;g;280.0;824;?;92,08407670672422;2,3173371593153314;280000.0;f;good
1608;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,01303881778162;14,274163084726347;150000.0;?;good
1609;b;27,83;1.5;u;g;w;v;2.0;t;t;11;t;g;434.0;35;?;101,17365093149526;9,375961617917138;434000.0;f;good
1610;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;f;good
1611;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,95811631793185;3,4430109858464766;320000.0;f;good
1612;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,68766750212055;11,077167989738914;50000.0;f;good
1613;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;f;good
1614;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735437161;63,20439122827052;f;f;good
1615;b;22,67;1.585;y;p;w;v;3.085;t;t;6;f;g;80.0;f;?;84,07003104715388;7,7981149737606685;80000.0;?;good
1616;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,90013840537502;13,79642523161031;211000.0;f;good
1617;a;20,75;10.335;u;g;cc;h;0.335;t;t;t;t;g;80.0;50;?;80,20874486821869;57,67320819600724;80000.0;f;good
1618;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;f;good
1619;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878912903197;8,89019872794423;f;?;good
1620;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,90013840537502;13,79642523161031;211000.0;f;good
1621;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;?;good
1622;a;40,33;7.54;y;p;q;h;8.0;t;t;14;f;g;f;2300;?;150,2122418033849;42,00525002304978;f;f;good
1623;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
1624;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
1625;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;f;good
1626;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,30605465811978;1,4567043474025236;280000.0;f;good
1627;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,16952774596047;79,15622018560197;70000.0;f;good
1628;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,12785657969476;140,22246247365476;515000.0;f;good
1629;a;52,83;15.0;u;g;c;v;5.5;t;t;14;f;g;f;2200;?;198,18652264169856;84,52708163848905;f;?;good
1630;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
1631;a;19,67;0.21;u;g;q;h;0.29;t;t;11;f;g;80.0;99;?;70,19643607917592;1,7568915273666403;80000.0;?;good
1632;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
1633;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
1634;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,84140269555115;37,492575007111284;f;f;good
1635;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,84201480139218;22,57894873992605;120000.0;f;good
1636;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,15015080431874;16,99038149514617;?;f;good
1637;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;?;good
1638;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793816815001;3,2643617743722135;f;?;good
1639;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,30605465811978;1,4567043474025236;280000.0;f;good
1640;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;?;good
1641;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;f;good
1642;b;23,08;2.5;u;g;c;v;1.085;t;t;11;t;g;60.0;2184;?;85,98802017870827;13,234652191263608;60000.0;f;good
1643;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725821902511;25,20270241008399;320000.0;?;good
1644;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,84140269555115;37,492575007111284;f;?;good
1645;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;?;92,96459239253504;19,78938753656599;f;f;good
1646;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;f;good
1647;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,55952422281956;53,25680125907663;f;f;good
1648;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,33654859620127;77,42511685408026;f;f;good
1649;a;20,67;3.0;u;g;q;v;0.165;t;t;3;f;g;100.0;6;?;80,12823971619673;16,819352810720726;100000.0;f;good
1650;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,42843424302413;26,036456287419938;311000.0;?;good
1651;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;?;good
1652;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,90013840537502;13,79642523161031;211000.0;f;good
1653;b;56,0;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,042710397625;70,0554336198232;24000.0;f;good
1654;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737863709579;7,4938678205796485;300000.0;f;good
1655;b;32,75;1.5;u;g;cc;h;5.5;t;t;3;t;g;f;f;?;126,290163906099;7,107121419762917;f;f;good
1656;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;f;good
1657;a;47,0;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,37393560041806;73,9044773386615;f;f;good
1658;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
1659;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,68302595970898;17,99656465405524;180000.0;f;good
1660;a;41,0;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063652958491;10,407646223713005;455000.0;f;good
1661;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053692985915;77,86047519958755;487000.0;f;good
1662;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984037167;31,694410917636603;120000.0;?;good
1663;a;18,83;9.5;u;g;w;v;1.625;t;t;6;t;g;40.0;600;?;70,59386124023602;53,86657731267045;40000.0;f;good
1664;a;23,5;9.0;u;g;q;v;8.5;t;t;5;t;g;120.0;f;?;87,9698827127618;49,070137367262134;120000.0;f;good
1665;b;25,5;0.375;u;g;m;v;0.25;t;t;3;f;g;260.0;15108;?;95,01924631390723;2,34547465835269;260000.0;?;good
1666;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;?;good
1667;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
1668;b;22,67;10.5;u;g;q;h;1.335;t;f;f;f;g;100.0;f;?;84,54920579976361;58,8737841933655;100000.0;f;good
1669;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,8703024439662;31,111460957322073;120000.0;f;good
1670;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,15015080431874;16,99038149514617;?;f;good
1671;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,42843424302413;26,036456287419938;311000.0;f;good
1672;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
1673;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,30127094848798;1,6532248110944336;f;f;good
1674;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;f;good
1675;b;42,5;4.915;y;p;w;v;3.165;t;f;f;t;g;52.0;1442;?;167,51788889152746;27,79226478514832;52000.0;f;good
1676;b;55,92;11.5;u;g;ff;ff;5.0;t;t;5;f;g;f;8851;?;211,60322800910814;64,2288561474397;f;f;good
1677;b;29,92;1.835;u;g;c;h;4.335;t;f;f;f;g;260.0;200;?;111,18935773730952;9,230494089007827;260000.0;f;good
1678;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,72695882678926;62,18902212717898;22000.0;?;good
1679;b;44,0;2.0;u;g;m;v;1.75;t;t;2;t;g;f;15;?;167,10048507411062;11,104644830646329;f;f;good
1680;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,72695882678926;62,18902212717898;22000.0;f;good
1681;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866025660004;5,467007746816746;f;f;good
1682;b;34,5;4.04;y;p;i;bb;8.5;t;t;7;t;g;195.0;f;?;132,44548701665536;23,475470504025026;195000.0;f;good
1683;b;35,17;25.125;u;g;x;h;1.625;t;t;t;t;g;515.0;500;?;136,12785657969476;140,22246247365476;515000.0;f;good
1684;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758425998663;71,20047789567036;73000.0;f;good
1685;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237155988211;13,425831422375047;370000.0;f;good
1686;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739278114;36,094419181144865;93000.0;f;good
1687;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;f;good
1688;a;20,75;10.25;u;g;q;v;0.71;t;t;2;t;g;49.0;f;?;76,95618100795284;59,075031931843256;49000.0;f;good
1689;a;50,08;12.54;u;g;aa;v;2.29;t;t;3;t;g;156.0;f;?;189,1274951292081;71,54738479046262;156000.0;f;good
1690;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;f;good
1691;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,772559767657;34,30025724626518;f;f;good
1692;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,96736134823264;25,927602380430223;70000.0;f;good
1693;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;?;good
1694;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,46232472993958;1,2214139098536783;f;?;good
1695;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;f;good
1696;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,62330125976897;79,85251742972298;f;?;good
1697;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;f;good
1698;a;15,83;0.585;u;g;c;h;1.5;t;t;2;f;g;100.0;f;?;57,05587081517274;3,1374689870344046;100000.0;f;good
1699;b;35,17;2.5;u;g;k;v;4.5;t;t;7;f;g;150.0;1270;?;131,01303881778162;14,274163084726347;150000.0;f;good
1700;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,16952774596047;79,15622018560197;70000.0;f;good
1701;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290101900161;37,08885932269432;350000.0;f;good
1702;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;f;good
1703;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,2617471676903;10,672881031682124;100000.0;?;good
1704;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,62330125976897;79,85251742972298;f;f;good
1705;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,68302595970898;17,99656465405524;180000.0;f;good
1706;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;f;good
1707;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,28200725644886;19,49047935016233;280000.0;f;good
1708;a;44,17;6.665;u;g;q;v;7.375;t;t;3;t;g;f;f;?;165,5335634409154;38,64918901704511;f;f;good
1709;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;?;good
1710;a;28,5;3.04;y;p;x;h;2.54;t;t;t;f;g;70.0;f;?;104,88512840344865;15,471034477944347;70000.0;f;good
1711;b;54,58;9.415;u;g;ff;ff;14.415;t;t;11;t;g;30.0;300;?;204,0857849246297;51,59678265311633;30000.0;f;good
1712;b;34,92;5.0;u;g;x;h;7.5;t;t;6;t;g;f;1000;?;135,9702209308617;28,978292832389016;f;f;good
1713;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175296709533;51,157569794631755;60000.0;f;good
1714;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,264422192836;103,81331968963258;f;f;good
1715;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152364319;5,007132746136966;80000.0;f;good
1716;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;?;83,54639044510382;48,49853299295595;164000.0;?;good
1717;b;20,17;8.17;u;g;aa;v;1.96;t;t;14;f;g;60.0;158;?;78,8679544731642;45,297471929958995;60000.0;f;good
1718;b;56,75;12.25;u;g;m;v;1.25;t;t;4;t;g;200.0;f;?;210,75168837309715;69,34477153520153;200000.0;f;good
1719;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
1720;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806404536;123,44982498739293;450000.0;f;good
1721;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;?;178,49323736302938;141,3182181791853;120000.0;?;good
1722;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;f;good
1723;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;?;76,48492583572703;1,7196083330867018;80000.0;f;good
1724;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
1725;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344445209;4,418577802756041;128000.0;f;good
1726;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957383959;42,22047003053585;?;f;good
1727;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,93305594333833;58,65171979917443;f;f;good
1728;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;f;good
1729;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,53543153641061;27,885976041932686;144000.0;?;good
